id,name,price,category,image,rating,description
391,资生堂面霜,692.59,cosmetics,https://picsum.photos/seed/391/400/300,4.7,【产品特色】资生堂面霜，显白不挑皮，持久显色…
392,兰芝乳液,1368.92,cosmetics,https://picsum.photos/seed/392/400/300,4.3,【产品特色】兰芝乳液，舒缓敏感肌，补水定妆双用…
393,苏泊尔扫地机器人,1224.43,home,https://picsum.photos/seed/393/400/300,4.4,【产品特色】苏泊尔扫地机器人，除菌除螨，静音变频节能…
394,纪梵希喷雾,1114.38,cosmetics,https://picsum.photos/seed/394/400/300,4.4,【产品特色】纪梵希喷雾，紧致淡纹，保湿锁水适合熟龄肌…
395,小米空气净化器,2152.09,home,https://picsum.photos/seed/395/400/300,4.4,【产品特色】小米空气净化器，除菌除螨，静音变频节能…
396,康师傅牛肉面,17.2,food,https://picsum.photos/seed/396/400/300,4.4,【产品特色】康师傅牛肉面，颗粒饱满，每日坚果补充营养…
397,北面运动短裤,901.57,sports,https://picsum.photos/seed/397/400/300,4.2,【产品特色】北面运动短裤，大容量分层，背负系统减负…
398,迪卡侬睡袋,782.83,sports,https://picsum.photos/seed/398/400/300,4.7,【产品特色】迪卡侬睡袋，防水防风，适合登山露营…
399,三只松鼠矿泉水,36.82,food,https://picsum.photos/seed/399/400/300,4.8,【产品特色】三只松鼠矿泉水，松软香甜，早餐点心下午茶…
400,耐克运动袜,1380.73,sports,https://picsum.photos/seed/400/400/300,4.8,【产品特色】耐克运动袜，高弹性拍框，适合初学者…
401,资生堂隔离霜,780.25,cosmetics,https://picsum.photos/seed/401/400/300,4.8,【产品特色】资生堂隔离霜，舒缓补水，调节肌肤水油平衡…
402,方太洗衣机,1657.2,home,https://picsum.photos/seed/402/400/300,4.3,【产品特色】方太洗衣机，多档风速，定时摇头送风广…
403,安踏登山背包,1451.51,sports,https://picsum.photos/seed/403/400/300,4.8,【产品特色】安踏登山背包，防水防风，适合登山露营…
404,哥伦比亚羽毛球,479.13,sports,https://picsum.photos/seed/404/400/300,4.8,【产品特色】哥伦比亚羽毛球，缓震透气，适合长跑与日常通勤…
405,雅漾口红,1801.64,cosmetics,https://picsum.photos/seed/405/400/300,4.9,【产品特色】雅漾口红，舒缓补水，调节肌肤水油平衡…
406,小米空气净化器,1913.68,home,https://picsum.photos/seed/406/400/300,4.7,【产品特色】小米空气净化器，静音节能不占地，冷藏保鲜…
407,李宁登山背包,671.38,sports,https://picsum.photos/seed/407/400/300,4.3,【产品特色】李宁登山背包，缓震透气，适合长跑与日常通勤…
408,雅诗兰黛喷雾,620.9,cosmetics,https://picsum.photos/seed/408/400/300,4.3,【产品特色】雅诗兰黛喷雾，舒缓敏感肌，补水定妆双用…
409,乐事薯片,10.74,food,https://picsum.photos/seed/409/400/300,4.3,【产品特色】乐事薯片，香甜浓郁，含乳量高，童年经典口味…
410,香奈儿隔离霜,1173.93,cosmetics,https://picsum.photos/seed/410/400/300,4.1,【产品特色】香奈儿隔离霜，定妆控油，细腻不卡粉…
411,北面运动袜,278.89,sports,https://picsum.photos/seed/411/400/300,4.2,【产品特色】北面运动袜，-10℃保暖，轻便易收纳…
412,匡威睡袋,474.68,sports,https://picsum.photos/seed/412/400/300,4.2,【产品特色】匡威睡袋，防水防风，适合登山露营…
413,统一牛肉面,63.04,food,https://picsum.photos/seed/413/400/300,4.8,【产品特色】统一牛肉面，酸爽开胃，泡面搭档火腿肠…
414,探路者运动袜,1161.56,sports,https://picsum.photos/seed/414/400/300,4.1,【产品特色】探路者运动袜，抗菌吸汗，缓冲减震保护脚部…
415,耐克运动袜,1304.22,sports,https://picsum.photos/seed/415/400/300,4.7,【产品特色】耐克运动袜，6mm加厚，减震隔音不硌身…
416,兰芝散粉,56.25,cosmetics,https://picsum.photos/seed/416/400/300,4.5,【产品特色】兰芝散粉，定妆控油，细腻不卡粉…
417,兰蔻喷雾,420.76,cosmetics,https://picsum.photos/seed/417/400/300,4.5,【产品特色】兰蔻喷雾，修饰黄皮，提亮肤色隐形毛孔…
418,农夫山泉沙琪玛,40.58,food,https://picsum.photos/seed/418/400/300,4.8,【产品特色】农夫山泉沙琪玛，香辣入味，休闲解馋小零食…
419,红牛矿泉水,38.15,food,https://picsum.photos/seed/419/400/300,4.1,【产品特色】红牛矿泉水，香辣入味，休闲解馋小零食…
420,格力电饭煲,536.16,home,https://picsum.photos/seed/420/400/300,4.6,【产品特色】格力电饭煲，高压快煮，煲汤炖肉不费时…
421,小米电压力锅,2066.79,home,https://picsum.photos/seed/421/400/300,4.5,【产品特色】小米电压力锅，除甲醛雾霾，智能联网控制…
422,格力空气净化器,548.28,home,https://picsum.photos/seed/422/400/300,4.6,【产品特色】格力空气净化器，细腻研磨豆浆/米糊，低音不扰眠…
423,北面冲锋裤,1911.63,sports,https://picsum.photos/seed/423/400/300,4.6,【产品特色】北面冲锋裤，-10℃保暖，轻便易收纳…
424,苏泊尔电饭煲,2395.31,home,https://picsum.photos/seed/424/400/300,4.6,【产品特色】苏泊尔电饭煲，激光导航，自动回充洗拖布…
425,倩碧乳液,1221.35,cosmetics,https://picsum.photos/seed/425/400/300,4.2,【产品特色】倩碧乳液，定妆控油，细腻不卡粉…
426,阿迪达斯运动T恤,1289.56,sports,https://picsum.photos/seed/426/400/300,4.3,【产品特色】阿迪达斯运动T恤，6mm加厚，减震隔音不硌身…
427,奥利奥酸酸乳,13.4,food,https://picsum.photos/seed/427/400/300,4.3,【产品特色】奥利奥酸酸乳，颗粒饱满，每日坚果补充营养…
428,康师傅沙琪玛,70.01,food,https://picsum.photos/seed/428/400/300,4.8,【产品特色】康师傅沙琪玛，大颗粒入味，口感酥脆不脏手…
429,北面运动鞋,439.36,sports,https://picsum.photos/seed/429/400/300,4.3,【产品特色】北面运动鞋，宽松速干，适合篮球健身训练…
430,阿迪达斯冲锋裤,976.4,sports,https://picsum.photos/seed/430/400/300,4.1,【产品特色】阿迪达斯冲锋裤，冰感速干，透气排汗适合健身…
431,海尔电热水壶,2175.4,home,https://picsum.photos/seed/431/400/300,4.8,【产品特色】海尔电热水壶，除甲醛雾霾，智能联网控制…
432,安踏睡袋,715.4,sports,https://picsum.photos/seed/432/400/300,4.3,【产品特色】安踏睡袋，抗菌吸汗，缓冲减震保护脚部…
433,老板扫地机器人,1930.21,home,https://picsum.photos/seed/433/400/300,4.5,【产品特色】老板扫地机器人，除菌除螨，静音变频节能…
434,三只松鼠夹心饼干,96.05,food,https://picsum.photos/seed/434/400/300,4.9,【产品特色】三只松鼠夹心饼干，松软香甜，早餐点心下午茶…
435,李宁运动鞋,1020.69,sports,https://picsum.photos/seed/435/400/300,4.1,【产品特色】李宁运动鞋，抗菌吸汗，缓冲减震保护脚部…
436,匡威冲锋裤,647.87,sports,https://picsum.photos/seed/436/400/300,4.6,【产品特色】匡威冲锋裤，6mm加厚，减震隔音不硌身…
437,迪奥面霜,1998.92,cosmetics,https://picsum.photos/seed/437/400/300,4.7,【产品特色】迪奥面霜，修饰黄皮，提亮肤色隐形毛孔…
438,苏泊尔破壁机,2843.01,home,https://picsum.photos/seed/438/400/300,4.5,【产品特色】苏泊尔破壁机，快速加热，解冻杀菌多功能一体…
439,兰蔻眼霜,307.64,cosmetics,https://picsum.photos/seed/439/400/300,4.2,【产品特色】兰蔻眼霜，舒缓敏感肌，补水定妆双用…
440,旺仔辣条,45.07,food,https://picsum.photos/seed/440/400/300,4.7,【产品特色】旺仔辣条，弱碱性天然水，家庭办公饮用水…
441,松下破壁机,2768.47,home,https://picsum.photos/seed/441/400/300,4.1,【产品特色】松下破壁机，细腻研磨豆浆/米糊，低音不扰眠…
442,三只松鼠牛奶,44,food,https://picsum.photos/seed/442/400/300,4.1,【产品特色】三只松鼠牛奶，香辣入味，休闲解馋小零食…
443,海尔电热水壶,2909.25,home,https://picsum.photos/seed/443/400/300,4.1,【产品特色】海尔电热水壶，多档风速，定时摇头送风广…
444,方太电烤箱,2624.72,home,https://picsum.photos/seed/444/400/300,4.9,【产品特色】方太电烤箱，快速加热，解冻杀菌多功能一体…
445,海蓝之谜爽肤水,524.32,cosmetics,https://picsum.photos/seed/445/400/300,4.3,【产品特色】海蓝之谜爽肤水，显白不挑皮，持久显色…
446,蒙牛沙琪玛,71.48,food,https://picsum.photos/seed/446/400/300,4.6,【产品特色】蒙牛沙琪玛，大颗粒入味，口感酥脆不脏手…
447,松下电烤箱,2410.69,home,https://picsum.photos/seed/447/400/300,4.7,【产品特色】松下电烤箱，柴火饭模式，智能预约保温…
448,飞利浦破壁机,982.42,home,https://picsum.photos/seed/448/400/300,4.6,【产品特色】飞利浦破壁机，上下独立控温，烘焙蛋糕披萨…
449,香奈儿眼霜,778.32,cosmetics,https://picsum.photos/seed/449/400/300,4.2,【产品特色】香奈儿眼霜，修饰黄皮，提亮肤色隐形毛孔…
450,纪梵希散粉,1746.38,cosmetics,https://picsum.photos/seed/450/400/300,4.5,【产品特色】纪梵希散粉，提亮修护，深入肌底促吸收…
451,阿迪达斯运动短裤,1203.71,sports,https://picsum.photos/seed/451/400/300,4.8,【产品特色】阿迪达斯运动短裤，防水防风，适合登山露营…
452,海尔电饭煲,2520.35,home,https://picsum.photos/seed/452/400/300,4.2,【产品特色】海尔电饭煲，细腻研磨豆浆/米糊，低音不扰眠…
453,美的扫地机器人,2921.68,home,https://picsum.photos/seed/453/400/300,4.2,【产品特色】美的扫地机器人，除菌除螨，静音变频节能…
454,洽洽辣条,32.24,food,https://picsum.photos/seed/454/400/300,4.4,【产品特色】洽洽辣条，松软香甜，早餐点心下午茶…
455,美的微波炉,804.91,home,https://picsum.photos/seed/455/400/300,4.7,【产品特色】美的微波炉，多档风速，定时摇头送风广…
456,纪梵希喷雾,1284.03,cosmetics,https://picsum.photos/seed/456/400/300,4.2,【产品特色】纪梵希喷雾，舒缓敏感肌，补水定妆双用…
457,小米空调,1880.53,home,https://picsum.photos/seed/457/400/300,4.3,【产品特色】小米空调，高压快煮，煲汤炖肉不费时…
458,李宁羽毛球拍,359.31,sports,https://picsum.photos/seed/458/400/300,4.7,【产品特色】李宁羽毛球拍，宽松速干，适合篮球健身训练…
459,SK-II面霜,366.06,cosmetics,https://picsum.photos/seed/459/400/300,4.2,【产品特色】SK-II面霜，紧致淡纹，保湿锁水适合熟龄肌…
460,哥伦比亚运动短裤,1769.87,sports,https://picsum.photos/seed/460/400/300,4.6,【产品特色】哥伦比亚运动短裤，宽松速干，适合篮球健身训练…
461,格力空调,697.74,home,https://picsum.photos/seed/461/400/300,4.3,【产品特色】格力空调，细腻研磨豆浆/米糊，低音不扰眠…
462,统一功能饮料,60.29,food,https://picsum.photos/seed/462/400/300,4.9,【产品特色】统一功能饮料，酸爽开胃，泡面搭档火腿肠…
463,李宁睡袋,1592.61,sports,https://picsum.photos/seed/463/400/300,4.8,【产品特色】李宁睡袋，-10℃保暖，轻便易收纳…
464,松下扫地机器人,497.67,home,https://picsum.photos/seed/464/400/300,4.1,【产品特色】松下扫地机器人，除菌除螨，静音变频节能…
465,北面睡袋,1560.61,sports,https://picsum.photos/seed/465/400/300,4.2,【产品特色】北面睡袋，大容量分层，背负系统减负…
466,彪马运动袜,1819.44,sports,https://picsum.photos/seed/466/400/300,4.1,【产品特色】彪马运动袜，大容量分层，背负系统减负…
467,小米空气净化器,645.54,home,https://picsum.photos/seed/467/400/300,4.8,【产品特色】小米空气净化器，除菌除螨，静音变频节能…
468,格力冰箱,1971.39,home,https://picsum.photos/seed/468/400/300,4.3,【产品特色】格力冰箱，上下独立控温，烘焙蛋糕披萨…
469,阿迪达斯运动鞋,1973.47,sports,https://picsum.photos/seed/469/400/300,4.9,【产品特色】阿迪达斯运动鞋，6mm加厚，减震隔音不硌身…
470,飞利浦破壁机,1475.76,home,https://picsum.photos/seed/470/400/300,4.3,【产品特色】飞利浦破壁机，静音节能不占地，冷藏保鲜…
471,阿迪达斯登山背包,1791.53,sports,https://picsum.photos/seed/471/400/300,4.9,【产品特色】阿迪达斯登山背包，抗菌吸汗，缓冲减震保护脚部…
472,SK-II乳液,781.11,cosmetics,https://picsum.photos/seed/472/400/300,4.5,【产品特色】SK-II乳液，淡化黑眼圈，紧致眼周肌肤…
473,美的空气净化器,2756.04,home,https://picsum.photos/seed/473/400/300,4.1,【产品特色】美的空气净化器，除甲醛雾霾，智能联网控制…
474,旺仔夹心饼干,39.45,food,https://picsum.photos/seed/474/400/300,4.6,【产品特色】旺仔夹心饼干，大块牛肉粒，汤汁浓郁方便速食…
475,阿迪达斯运动T恤,1510.06,sports,https://picsum.photos/seed/475/400/300,4.7,【产品特色】阿迪达斯运动T恤，大容量分层，背负系统减负…
476,SK-II眼霜,689.36,cosmetics,https://picsum.photos/seed/476/400/300,4,【产品特色】SK-II眼霜，自然服帖，遮瑕持妆…
477,红牛薯片,63.78,food,https://picsum.photos/seed/477/400/300,4.3,【产品特色】红牛薯片，颗粒饱满，每日坚果补充营养…
478,农夫山泉薯片,75.63,food,https://picsum.photos/seed/478/400/300,4,【产品特色】农夫山泉薯片，草莓味酸甜可口，饭后解腻…
479,安踏冲锋裤,571.97,sports,https://picsum.photos/seed/479/400/300,4.8,【产品特色】安踏冲锋裤，耐打稳定，适合日常训练…
480,苏泊尔扫地机器人,2134.75,home,https://picsum.photos/seed/480/400/300,4.5,【产品特色】苏泊尔扫地机器人，上下独立控温，烘焙蛋糕披萨…
481,安踏羽毛球,614.9,sports,https://picsum.photos/seed/481/400/300,4.3,【产品特色】安踏羽毛球，-10℃保暖，轻便易收纳…
482,方太冰箱,1827.88,home,https://picsum.photos/seed/482/400/300,4.2,【产品特色】方太冰箱，除甲醛雾霾，智能联网控制…
483,科颜氏爽肤水,1536.44,cosmetics,https://picsum.photos/seed/483/400/300,4.3,【产品特色】科颜氏爽肤水，显白不挑皮，持久显色…
484,SK-II面霜,1064.99,cosmetics,https://picsum.photos/seed/484/400/300,4.7,【产品特色】SK-II面霜，紧致淡纹，保湿锁水适合熟龄肌…
485,匡威羽毛球拍,307.1,sports,https://picsum.photos/seed/485/400/300,4.6,【产品特色】匡威羽毛球拍，6mm加厚，减震隔音不硌身…
486,三只松鼠酸酸乳,84.03,food,https://picsum.photos/seed/486/400/300,4.2,【产品特色】三只松鼠酸酸乳，弱碱性天然水，家庭办公饮用水…
487,耐克羽毛球,626.88,sports,https://picsum.photos/seed/487/400/300,4.2,【产品特色】耐克羽毛球，宽松速干，适合篮球健身训练…
488,探路者运动袜,423.12,sports,https://picsum.photos/seed/488/400/300,4.7,【产品特色】探路者运动袜，耐打稳定，适合日常训练…
489,九阳电饭煲,2970.3,home,https://picsum.photos/seed/489/400/300,4.8,【产品特色】九阳电饭煲，快速加热，解冻杀菌多功能一体…
490,徐福记辣条,83.57,food,https://picsum.photos/seed/490/400/300,4.4,【产品特色】徐福记辣条，提神抗疲劳，加班运动必备…
491,匡威睡袋,1116.98,sports,https://picsum.photos/seed/491/400/300,4.4,【产品特色】匡威睡袋，抗菌吸汗，缓冲减震保护脚部…
492,李宁运动短裤,920.52,sports,https://picsum.photos/seed/492/400/300,4.2,【产品特色】李宁运动短裤，抗菌吸汗，缓冲减震保护脚部…
493,苏泊尔微波炉,1227.74,home,https://picsum.photos/seed/493/400/300,4.5,【产品特色】苏泊尔微波炉，快速加热，解冻杀菌多功能一体…
494,彪马运动T恤,247.76,sports,https://picsum.photos/seed/494/400/300,4.5,【产品特色】彪马运动T恤，高弹性拍框，适合初学者…
495,红牛矿泉水,23.21,food,https://picsum.photos/seed/495/400/300,4.9,【产品特色】红牛矿泉水，大颗粒入味，口感酥脆不脏手…
496,阿迪达斯运动鞋,357.83,sports,https://picsum.photos/seed/496/400/300,4.5,【产品特色】阿迪达斯运动鞋，高弹性拍框，适合初学者…
497,苏泊尔电压力锅,2598.28,home,https://picsum.photos/seed/497/400/300,4.4,【产品特色】苏泊尔电压力锅，多档风速，定时摇头送风广…
498,资生堂散粉,734.6,cosmetics,https://picsum.photos/seed/498/400/300,4.6,【产品特色】资生堂散粉，定妆控油，细腻不卡粉…
499,迪卡侬冲锋裤,1770.12,sports,https://picsum.photos/seed/499/400/300,4.3,【产品特色】迪卡侬冲锋裤，防水防风，适合登山露营…
500,海尔微波炉,135.34,home,https://picsum.photos/seed/500/400/300,4.1,【产品特色】海尔微波炉，多档风速，定时摇头送风广…
501,格力洗衣机,1579.25,home,https://picsum.photos/seed/501/400/300,4.8,【产品特色】格力洗衣机，上下独立控温，烘焙蛋糕披萨…
502,资生堂粉底液,960.96,cosmetics,https://picsum.photos/seed/502/400/300,4.5,【产品特色】资生堂粉底液，舒缓补水，调节肌肤水油平衡…
503,红牛夹心饼干,53.92,food,https://picsum.photos/seed/503/400/300,4.1,【产品特色】红牛夹心饼干，薄脆鲜香，追剧必备零食…
504,雅漾面霜,824.64,cosmetics,https://picsum.photos/seed/504/400/300,4.4,【产品特色】雅漾面霜，修饰黄皮，提亮肤色隐形毛孔…
505,红牛酸酸乳,89.76,food,https://picsum.photos/seed/505/400/300,4.7,【产品特色】红牛酸酸乳，大块牛肉粒，汤汁浓郁方便速食…
506,农夫山泉薯片,90.25,food,https://picsum.photos/seed/506/400/300,4.6,【产品特色】农夫山泉薯片，弱碱性天然水，家庭办公饮用水…
507,乐事辣条,42.92,food,https://picsum.photos/seed/507/400/300,4,【产品特色】乐事辣条，酸爽开胃，泡面搭档火腿肠…
508,兰芝精华液,341.59,cosmetics,https://picsum.photos/seed/508/400/300,4.4,【产品特色】兰芝精华液，补水不黏腻，维稳肌肤状态…
509,迪奥隔离霜,157.97,cosmetics,https://picsum.photos/seed/509/400/300,4.7,【产品特色】迪奥隔离霜，舒缓敏感肌，补水定妆双用…
510,三只松鼠辣条,82.91,food,https://picsum.photos/seed/510/400/300,4.6,【产品特色】三只松鼠辣条，弱碱性天然水，家庭办公饮用水…
511,康师傅坚果礼包,97,food,https://picsum.photos/seed/511/400/300,4.3,【产品特色】康师傅坚果礼包，松软香甜，早餐点心下午茶…
512,苏泊尔电热水壶,1588.25,home,https://picsum.photos/seed/512/400/300,4.8,【产品特色】苏泊尔电热水壶，一级能效，静音制冷制热快…
513,迪奥爽肤水,1264.35,cosmetics,https://picsum.photos/seed/513/400/300,4.2,【产品特色】迪奥爽肤水，自然服帖，遮瑕持妆…
514,香奈儿隔离霜,1568.2,cosmetics,https://picsum.photos/seed/514/400/300,4.5,【产品特色】香奈儿隔离霜，显白不挑皮，持久显色…
515,兰蔻粉底液,1414.37,cosmetics,https://picsum.photos/seed/515/400/300,4.5,【产品特色】兰蔻粉底液，定妆控油，细腻不卡粉…
516,美的微波炉,886.03,home,https://picsum.photos/seed/516/400/300,4.4,【产品特色】美的微波炉，一级能效，静音制冷制热快…
517,奥利奥沙琪玛,47.3,food,https://picsum.photos/seed/517/400/300,4.2,【产品特色】奥利奥沙琪玛，香辣入味，休闲解馋小零食…
518,格力破壁机,673.34,home,https://picsum.photos/seed/518/400/300,4.5,【产品特色】格力破壁机，除菌除螨，静音变频节能…
519,香奈儿爽肤水,1705.18,cosmetics,https://picsum.photos/seed/519/400/300,4.9,【产品特色】香奈儿爽肤水，舒缓补水，调节肌肤水油平衡…
520,SK-II散粉,1502.71,cosmetics,https://picsum.photos/seed/520/400/300,4.5,【产品特色】SK-II散粉，修饰黄皮，提亮肤色隐形毛孔…
521,彪马睡袋,1494.09,sports,https://picsum.photos/seed/521/400/300,4.1,【产品特色】彪马睡袋，冰感速干，透气排汗适合健身…
522,苏泊尔电烤箱,1603.34,home,https://picsum.photos/seed/522/400/300,4.2,【产品特色】苏泊尔电烤箱，快速烧开水，自动断电防干烧…
523,探路者运动鞋,1493.28,sports,https://picsum.photos/seed/523/400/300,4.3,【产品特色】探路者运动鞋，防水防风，适合登山露营…
524,老板破壁机,636.41,home,https://picsum.photos/seed/524/400/300,4.4,【产品特色】老板破壁机，细腻研磨豆浆/米糊，低音不扰眠…
525,迪奥爽肤水,1356.3,cosmetics,https://picsum.photos/seed/525/400/300,4.1,【产品特色】迪奥爽肤水，补水不黏腻，维稳肌肤状态…
526,资生堂眼霜,1042.27,cosmetics,https://picsum.photos/seed/526/400/300,4.3,【产品特色】资生堂眼霜，淡化黑眼圈，紧致眼周肌肤…
527,伊利功能饮料,58.01,food,https://picsum.photos/seed/527/400/300,4.8,【产品特色】伊利功能饮料，香甜浓郁，含乳量高，童年经典口味…
528,匡威运动短裤,1935.91,sports,https://picsum.photos/seed/528/400/300,4.7,【产品特色】匡威运动短裤，宽松速干，适合篮球健身训练…
529,小米空调,367.02,home,https://picsum.photos/seed/529/400/300,4,【产品特色】小米空调，柴火饭模式，智能预约保温…
530,兰蔻爽肤水,789.77,cosmetics,https://picsum.photos/seed/530/400/300,4.6,【产品特色】兰蔻爽肤水，补水不黏腻，维稳肌肤状态…
531,北面羽毛球,753.69,sports,https://picsum.photos/seed/531/400/300,4.9,【产品特色】北面羽毛球，防水防风，适合登山露营…
532,康师傅坚果礼包,89.45,food,https://picsum.photos/seed/532/400/300,4.5,【产品特色】康师傅坚果礼包，松软香甜，早餐点心下午茶…
533,李宁运动鞋,1930.95,sports,https://picsum.photos/seed/533/400/300,4.6,【产品特色】李宁运动鞋，防水防风，适合登山露营…
534,耐克运动T恤,1249.23,sports,https://picsum.photos/seed/534/400/300,4.4,【产品特色】耐克运动T恤，耐打稳定，适合日常训练…
535,康师傅辣条,89.17,food,https://picsum.photos/seed/535/400/300,4.4,【产品特色】康师傅辣条，颗粒饱满，每日坚果补充营养…
536,蒙牛功能饮料,60.18,food,https://picsum.photos/seed/536/400/300,4,【产品特色】蒙牛功能饮料，颗粒饱满，每日坚果补充营养…
537,松下微波炉,1441.93,home,https://picsum.photos/seed/537/400/300,4.3,【产品特色】松下微波炉，上下独立控温，烘焙蛋糕披萨…
538,老板冰箱,141.74,home,https://picsum.photos/seed/538/400/300,4.1,【产品特色】老板冰箱，多档风速，定时摇头送风广…
539,小米扫地机器人,1446.13,home,https://picsum.photos/seed/539/400/300,4.6,【产品特色】小米扫地机器人，除甲醛雾霾，智能联网控制…
540,格力破壁机,268.25,home,https://picsum.photos/seed/540/400/300,4.2,【产品特色】格力破壁机，一级能效，静音制冷制热快…
541,三只松鼠牛奶,77.35,food,https://picsum.photos/seed/541/400/300,4.8,【产品特色】三只松鼠牛奶，草莓味酸甜可口，饭后解腻…
542,伊利牛奶,30.37,food,https://picsum.photos/seed/542/400/300,4.5,【产品特色】伊利牛奶，香辣入味，休闲解馋小零食…
543,洽洽坚果礼包,31.85,food,https://picsum.photos/seed/543/400/300,4.5,【产品特色】洽洽坚果礼包，草莓味酸甜可口，饭后解腻…
544,方太扫地机器人,2673.95,home,https://picsum.photos/seed/544/400/300,4.3,【产品特色】方太扫地机器人，除甲醛雾霾，智能联网控制…
545,格力电热水壶,2360.54,home,https://picsum.photos/seed/545/400/300,4.9,【产品特色】格力电热水壶，除甲醛雾霾，智能联网控制…
546,倩碧粉底液,611.23,cosmetics,https://picsum.photos/seed/546/400/300,4.5,【产品特色】倩碧粉底液，紧致淡纹，保湿锁水适合熟龄肌…
547,哥伦比亚羽毛球拍,466.71,sports,https://picsum.photos/seed/547/400/300,4.5,【产品特色】哥伦比亚羽毛球拍，防水防风，适合登山露营…
548,格力电烤箱,1491.13,home,https://picsum.photos/seed/548/400/300,4.7,【产品特色】格力电烤箱，细腻研磨豆浆/米糊，低音不扰眠…
549,格力电压力锅,2987.16,home,https://picsum.photos/seed/549/400/300,4.9,【产品特色】格力电压力锅，高压快煮，煲汤炖肉不费时…
550,匡威运动鞋,737.71,sports,https://picsum.photos/seed/550/400/300,4.5,【产品特色】匡威运动鞋，大容量分层，背负系统减负…
551,九阳微波炉,2294.23,home,https://picsum.photos/seed/551/400/300,4.5,【产品特色】九阳微波炉，激光导航，自动回充洗拖布…
552,纪梵希散粉,920.92,cosmetics,https://picsum.photos/seed/552/400/300,4.2,【产品特色】纪梵希散粉，舒缓补水，调节肌肤水油平衡…
553,兰蔻粉底液,624.85,cosmetics,https://picsum.photos/seed/553/400/300,4.8,【产品特色】兰蔻粉底液，紧致淡纹，保湿锁水适合熟龄肌…
554,松下破壁机,2045.51,home,https://picsum.photos/seed/554/400/300,4.4,【产品特色】松下破壁机，除甲醛雾霾，智能联网控制…
555,飞利浦冰箱,1888.05,home,https://picsum.photos/seed/555/400/300,4.5,【产品特色】飞利浦冰箱，一级能效，静音制冷制热快…
556,红牛牛奶,86.23,food,https://picsum.photos/seed/556/400/300,4.3,【产品特色】红牛牛奶，香辣入味，休闲解馋小零食…
557,匡威睡袋,1835.79,sports,https://picsum.photos/seed/557/400/300,4.3,【产品特色】匡威睡袋，耐打稳定，适合日常训练…
558,飞利浦微波炉,1914.73,home,https://picsum.photos/seed/558/400/300,4.1,【产品特色】飞利浦微波炉，细腻研磨豆浆/米糊，低音不扰眠…
559,海蓝之谜散粉,1330.77,cosmetics,https://picsum.photos/seed/559/400/300,4,【产品特色】海蓝之谜散粉，修饰黄皮，提亮肤色隐形毛孔…
560,苏泊尔洗衣机,1574.81,home,https://picsum.photos/seed/560/400/300,4.4,【产品特色】苏泊尔洗衣机，高压快煮，煲汤炖肉不费时…
561,SK-II乳液,390.12,cosmetics,https://picsum.photos/seed/561/400/300,4.8,【产品特色】SK-II乳液，舒缓敏感肌，补水定妆双用…
562,资生堂隔离霜,1937.31,cosmetics,https://picsum.photos/seed/562/400/300,4.8,【产品特色】资生堂隔离霜，紧致淡纹，保湿锁水适合熟龄肌…
563,探路者运动短裤,1164.87,sports,https://picsum.photos/seed/563/400/300,4.2,【产品特色】探路者运动短裤，-10℃保暖，轻便易收纳…
564,雅漾精华液,1153.14,cosmetics,https://picsum.photos/seed/564/400/300,4.7,【产品特色】雅漾精华液，舒缓敏感肌，补水定妆双用…
565,探路者羽毛球,423.46,sports,https://picsum.photos/seed/565/400/300,4.4,【产品特色】探路者羽毛球，宽松速干，适合篮球健身训练…
566,农夫山泉牛肉面,6.27,food,https://picsum.photos/seed/566/400/300,4.6,【产品特色】农夫山泉牛肉面，香辣入味，休闲解馋小零食…
567,北面运动鞋,415.25,sports,https://picsum.photos/seed/567/400/300,4.6,【产品特色】北面运动鞋，防水防风，适合登山露营…
568,科颜氏精华液,957.79,cosmetics,https://picsum.photos/seed/568/400/300,4.7,【产品特色】科颜氏精华液，补水不黏腻，维稳肌肤状态…
569,美的电压力锅,1675.05,home,https://picsum.photos/seed/569/400/300,4.5,【产品特色】美的电压力锅，柴火饭模式，智能预约保温…
570,匡威睡袋,1997.09,sports,https://picsum.photos/seed/570/400/300,4.1,【产品特色】匡威睡袋，宽松速干，适合篮球健身训练…
571,洽洽功能饮料,11.12,food,https://picsum.photos/seed/571/400/300,4.4,【产品特色】洽洽功能饮料，提神抗疲劳，加班运动必备…
572,康师傅瓜子,22.02,food,https://picsum.photos/seed/572/400/300,4.7,【产品特色】康师傅瓜子，大颗粒入味，口感酥脆不脏手…
573,李宁冲锋裤,821.93,sports,https://picsum.photos/seed/573/400/300,4.8,【产品特色】李宁冲锋裤，宽松速干，适合篮球健身训练…
574,北面运动T恤,935.82,sports,https://picsum.photos/seed/574/400/300,4.2,【产品特色】北面运动T恤，-10℃保暖，轻便易收纳…
575,探路者羽毛球拍,1727.13,sports,https://picsum.photos/seed/575/400/300,4.8,【产品特色】探路者羽毛球拍，高弹性拍框，适合初学者…
576,迪奥口红,1207.13,cosmetics,https://picsum.photos/seed/576/400/300,4.6,【产品特色】迪奥口红，自然服帖，遮瑕持妆…
577,兰芝隔离霜,1281.93,cosmetics,https://picsum.photos/seed/577/400/300,4.3,【产品特色】兰芝隔离霜，显白不挑皮，持久显色…
578,香奈儿口红,1703.53,cosmetics,https://picsum.photos/seed/578/400/300,4.6,【产品特色】香奈儿口红，显白不挑皮，持久显色…
